,Progress,Finished,Q25,Q25_4_TEXT,Memberships ,Are You ,Q30,Q30_16_TEXT,Indy,public email,public email at work,Memberships ,Q26,Someoneelse ,Signin2 ,Signin2 _3_TEXT,Q32,Added,Admin ,Access,Instructions,Lost Envelopes,Wrong Inbox,Prefer 
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,Yes,No,,,,,,,,,,No,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,,,
IPC,100,True,company email (eg. me@company.com),,Yes,No,Construction,,No,No,,25+,Work,No,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,No,No,No,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Legal Services,,No,Yes,Yes,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,Yes,No,Government,,No,No,,2-3,Work,No,Work,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Transportation,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I own my own business",No,,,,,,,,No,No,No,Yes,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,Not Sure,Yes,Other (please specify):,Automotive,No,No,,,,,,,,Not Sure,Yes,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,Not Sure,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,No,No,Technology,,"Yes, I own my own business",No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Yes,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,78,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,multiple emails (how many different email addresses do you use?),2,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,No,Work,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",john.mcdougall@avangrid.com,Yes,Yes,Other (please specify):,Offshore Windfarm,"Yes, I work independently",No,,1,Work,No,Work,,,Yes,Yes,,No,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,Yes,No,,,,,,,,,,No,No,Yes,No opinion
IPC,61,False,company email (eg. me@company.com),,No,Yes,Accounting and Tax,,No,No,,,,,,,,,,,,,,
IPC,78,False,company email (eg. me@company.com),,No,No,Other (please specify):,Manufacturing: Food and Beverage,No,No,,,,,,,,,,,No,,,
IPC,100,True,company email (eg. me@company.com),,No,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,Yes,No,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,35,False,company email (eg. me@company.com),,Yes,Yes,Government,,No,Yes,Yes,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,Yes,Accounting and Tax,,No,No,,,,,,,,No,No,Not Sure,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,timeshare,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,Manufacturing,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,No,Work,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,No,Work,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Project Controls,No,Yes,Yes,,,,,,,Yes,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Government,,No,No,,,,,,,,,,,Yes,Yes,Not sure,No opinion
IPC,61,False,company email (eg. me@company.com),,No,Yes,Government,,"Yes, I work independently",No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Construction,,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Legal Services,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Kelly Services,No,No,,,,,,,,,,,No,Yes,No,No opinion
IPC,78,False,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",1,No,No,Construction,,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,No,Work,,,Yes,No,Not Sure,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Logistics and Distribution,No,No,,,,,,,,,,,No,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",2,Yes,No,Government,,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,No,Work,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,1,Work,No,Work,,,,,,Yes,Yes,Not sure,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,,,
IPC,100,True,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,100,True,multiple emails (how many different email addresses do you use?),3,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,Not Sure,No,Accounting and Tax,,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,1,Work,No,Work,,,No,No,Not Sure,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Pharmaceutical,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Yes,Yes,No opinion
IPC,78,False,public email (eg. me@gmail.com),,No,No,Government,,"Yes, I work independently",Yes,No,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Production,No,No,,,,,,,,,,,Yes,Not Sure,Not sure,No opinion
IPC,100,True,public email (eg. me@gmail.com),,Not Sure,No,Government,,No,Yes,No,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,Yes,No,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,No,Not Sure,Yes,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Not Sure,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Government,,No,No,,,,,,,,No,No,No,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Mortgage,,No,No,,,,,,,,,,,No,Not Sure,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Yes,No,Government,,No,Yes,No,1,Work,No,Work,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,public email (eg. me@gmail.com),,Yes,Yes,"Real Estate (Agents, etc.)",,"Yes, I own my own business",No,,1,Work,No,Personal,,,No,Not Sure,Not Sure,No,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Legal Services,,No,No,,,,,,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Government,,No,No,,,,,,,,,,,No,No,Not sure,No opinion
IPC,91,False,"company email (eg. me@company.com),public email (eg. me@gmail.com)",,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,"Yes, I own my own business",Yes,Yes,25+,I use separate emails for work and personal DocuSign accounts,No,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Communication & Media,,No,Yes,Yes,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Non-Profit,,No,No,,,,,,,,,,,No,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
